runtime_sequence,source_row_index,source_id,feature_group_hex,attack_cat,label
80,142189,142190,3eb43f9824c5ea1e,DoS,1
81,112629,112630,bb6b3509a9c307c8,Backdoor,1
82,114240,114241,d7a7dce0fdc5d35f,Fuzzers,1
83,99936,99937,ce6f39007eb1139f,Reconnaissance,1
84,17356,17357,2f40ad43e5749b48,Normal,0
85,36795,36796,9e799d9889c33860,Normal,0
86,9038,9039,d6f76710d1371f42,Normal,0
87,50107,50108,c665537810932870,Fuzzers,1
88,147418,147419,79d4510c23e65077,Generic,1
89,174600,174601,24e9be7d0408a95d,Generic,1
90,45486,45487,ac6f105ea0370a0a,Normal,0
91,118623,118624,411c937b83fba56a,Analysis,1
92,19049,19050,f768d7753151c077,Normal,0
93,91155,91156,f485ef2e1b6a0b2f,Reconnaissance,1
94,25967,25968,72e65bbd8bef6573,Normal,0
95,112347,112348,60f240c25027121c,Normal,0
96,36332,36333,23ce89efe81ddef9,Normal,0
97,175169,175170,ac4bbc55e3fec4d5,Generic,1
98,154640,154641,e68219765e97aed8,Generic,1
99,79090,79091,41824fec72ec9171,Exploits,1
100,133158,133159,784ce28c34c55a06,Generic,1
101,82300,82301,1293279d3a5189b5,DoS,1
102,137925,137926,dc634663817281fb,Generic,1
103,41271,41272,f6bf8ab0cdbbd71f,Normal,0
104,43494,43495,d6bb9ee881a24d3b,Normal,0
105,116618,116619,743b0e9ff1d66160,Exploits,1
106,64728,64729,d1e5b95aa5123b7d,Reconnaissance,1
107,92656,92657,b157e4e32a3defc7,DoS,1
108,172759,172760,6cf31315d20d3231,Generic,1
109,152420,152421,c4aa427d6cc5fbff,Reconnaissance,1
110,31361,31362,5074e913d2e14545,Normal,0
111,164988,164989,51fbcc1c697d9498,Generic,1
112,128826,128827,4ac8d46b69c91c2d,Generic,1
113,143659,143660,c5d31cb7fa97cb30,Generic,1
114,3449,3450,78f01372afec833e,Normal,0
115,148862,148863,9d3130f7bc538a0b,Generic,1
116,23439,23440,4b305c081dfe56b7,Normal,0
117,122675,122676,872115adc55a6e3d,Generic,1
118,93766,93767,8997e977ff63d317,Exploits,1
119,71157,71158,3e3b2b5d7cda9712,DoS,1
120,77685,77686,f9d6707738bacd8c,Exploits,1
121,28811,28812,7a07199c00a85157,Normal,0
122,55934,55935,330125c6e8c05d9b,Exploits,1
123,128609,128610,8bb0798020dd4337,Generic,1
124,161438,161439,bb507b9419e1942e,Generic,1
125,129447,129448,dfa17c7c7b295afc,Exploits,1
126,55733,55734,574c4342be0c2998,DoS,1
127,74326,74327,e875cb145351189f,Fuzzers,1
128,169644,169645,3400dce3dd8bd173,Generic,1
129,127229,127230,134037dfb8a5a724,Exploits,1
130,167928,167929,f02d0f71024947a0,Generic,1
131,121240,121241,e27e53a272de0df3,Exploits,1
132,35546,35547,c76d2a8fae628c97,Normal,0
133,6484,6485,472179daeb10f56b,Normal,0
134,89021,89022,c3653ba87e2faae8,Reconnaissance,1
135,7083,7084,8de6ef0cc9c4ce6d,Normal,0
136,71200,71201,28dfa2f22de02d47,Exploits,1
137,104452,104453,ace07edac48db16c,Worms,1
138,153803,153804,cb8c02718e69cd40,Generic,1
139,126394,126395,163c205add1d12da,Exploits,1
140,140699,140700,4bb5d7c24cda199e,Reconnaissance,1
141,112169,112170,74cc7ce5f1f66567,Normal,0
142,25478,25479,87e2ebc43fd584be,Normal,0
143,28852,28853,c4b0d55ffbd9fff4,Normal,0
144,50908,50909,ef30a1e4172fede4,Fuzzers,1
145,188,189,8f3a601838a32634,Normal,0
146,1865,1866,2429fa79b13c5431,Normal,0
147,137872,137873,4a09ff4406bd8302,Generic,1
148,846,847,4513c95aae8576b6,Normal,0
149,74895,74896,02638a7351d38495,Normal,0
150,42782,42783,ccebc62ab06b198d,Normal,0
151,58720,58721,cf656feaca65a7f0,Exploits,1
152,25915,25916,715ed37e6dc85be9,Normal,0
153,31964,31965,ee65a253e6fd3ff0,Normal,0
154,41894,41895,97b1afa7da9b3fb6,Normal,0
155,83676,83677,1334e18e23facf92,Analysis,1
156,67910,67911,90a58d2000275da0,Analysis,1
157,86228,86229,eff4727cc0ade863,DoS,1
158,14318,14319,bf2ee4bb047658d7,Normal,0
159,158567,158568,03feac75b5fe52fc,Generic,1
160,98537,98538,ddf6415803eb0e70,Fuzzers,1
161,158458,158459,9cff3bfdc53be0c4,Exploits,1
162,57251,57252,16885180ab21ad69,Exploits,1
163,113297,113298,f8c940b80ecd70c2,Normal,0
164,53822,53823,20cab37d01e8b8e4,Exploits,1
165,161477,161478,e5d4c603cc8d507b,Generic,1
166,145780,145781,c95ab9b1aa233336,Generic,1
167,155646,155647,603dd9fe2089627c,Generic,1
168,48918,48919,ce0259f1ad1e3bf6,Shellcode,1
169,30112,30113,2996ef87c81c5f98,Normal,0
170,114086,114087,ce8670aaf35c977c,DoS,1
171,143631,143632,34d5055c694a2e1a,Generic,1
172,111940,111941,937ac399f42ead93,Normal,0
173,104003,104004,9c4f8954e22a48e3,Reconnaissance,1
174,113623,113624,4332c3a81d3bfb01,Normal,0
175,2627,2628,64b0a6a4d0c81b3e,Normal,0
176,141575,141576,1d8751ce07749352,Fuzzers,1
177,43796,43797,0c2d92b4e689cd46,Normal,0
178,149159,149160,4bfdc1c6b348b144,Exploits,1
179,131244,131245,b2b6080211f438d8,Generic,1
180,58796,58797,ce089ab64a46715a,DoS,1
181,93441,93442,f5642339a260fd91,Fuzzers,1
182,155457,155458,4d529261ac9a514d,Generic,1
183,7906,7907,c2e44bef1dc3ff77,Normal,0
184,18556,18557,7287eb6cc92f478e,Normal,0
185,152120,152121,c247b155a064b3d0,Generic,1
186,102690,102691,f56c8ed2b096c499,Exploits,1
187,13433,13434,2f66a653cd8bed35,Normal,0
188,5427,5428,4aef68143d58c103,Normal,0
189,98018,98019,2dcc2eca4524c140,Fuzzers,1
190,80134,80135,8d0e8a1add577b15,Reconnaissance,1
191,123677,123678,98ac0f80a1679668,Generic,1
192,44674,44675,83a2a37e51b09c5d,Normal,0
193,108959,108960,489146c862c4d9b4,Exploits,1
194,92389,92390,2cb2e77e3ea5122d,Exploits,1
195,38436,38437,cbcadf35e19848aa,Normal,0
196,144292,144293,8c4fd910bb3cbeb7,Generic,1
197,39706,39707,6ccb4df6b80290c4,Normal,0
198,151461,151462,e7edbe5c93840d7c,Generic,1
199,57161,57162,7cec2092ea8eddef,DoS,1
200,143830,143831,3a6dd8c478c6c7cd,Generic,1
201,36494,36495,4229a5623eb8e145,Normal,0
202,116584,116585,b69ee850ce7ebe2e,Exploits,1
203,131020,131021,6be93d3ac375ea77,Generic,1
204,11651,11652,f36642adeb02c04b,Normal,0
205,14592,14593,801ab3770e44d5be,Normal,0
206,45335,45336,6766f98988321415,Normal,0
207,41360,41361,639e395870129448,Normal,0
208,56801,56802,ce089ab64a46715a,Exploits,1
209,164566,164567,458d8687f808f9e3,Generic,1
210,146290,146291,21db89cad678f644,DoS,1
211,100123,100124,94167f320d0d2393,Exploits,1
212,31550,31551,75ded8a552813659,Normal,0
213,133709,133710,a03db0e5be6a10f5,Generic,1
214,80743,80744,865e41f8b638f2bf,Fuzzers,1
215,80103,80104,05892bddb1e2d720,Fuzzers,1
216,151143,151144,c7291ddd2f72959e,Generic,1
217,23953,23954,3af1601274238fb9,Normal,0
218,39901,39902,36bcfc018ada0394,Normal,0
219,123464,123465,98ac0f80a1679668,Generic,1
220,50314,50315,8f49daf12f738081,Reconnaissance,1
221,164273,164274,bc302ca0bdb1aa85,Generic,1
222,158026,158027,2383b36af5d8d31d,Generic,1
223,173612,173613,3a6dd8c478c6c7cd,Generic,1
224,36233,36234,0bbdc0461f0d5e45,Normal,0
225,71870,71871,f3c15f93bcf89c09,Exploits,1
226,143901,143902,3603fa7e13ea4fb5,Generic,1
227,124162,124163,6215bf0a221b2804,Analysis,1
228,72843,72844,3ca6976e339852ad,Fuzzers,1
229,137331,137332,81df95199c95a7cb,Reconnaissance,1
230,116225,116226,1d2a67ab2c20ad4e,DoS,1
231,161692,161693,de1bbbb3c2842fdc,Generic,1
232,51652,51653,96ef625f4e90d8c9,Fuzzers,1
233,121474,121475,07b456eb0d813fed,DoS,1
234,92606,92607,35d9871a8cffd299,Fuzzers,1
235,55979,55980,478183b8eae8b11c,Exploits,1
236,79012,79013,9e2d8812e2203583,Fuzzers,1
237,95074,95075,421b66c0bebdce3c,Exploits,1
238,155535,155536,7b10d501154ad354,Generic,1
239,99200,99201,1ecfddb8fc70d94c,Fuzzers,1
240,137605,137606,0b14695f7b799179,Generic,1
241,38416,38417,efe23a61b36b66ce,Normal,0
242,33037,33038,ae945298e53fffe0,Normal,0
243,57265,57266,e3ae4a6f47730fed,Fuzzers,1
244,173497,173498,de1bbbb3c2842fdc,Generic,1
245,121509,121510,201c999f28f21e45,Exploits,1
246,12928,12929,acc28bc4c80215bd,Normal,0
247,172685,172686,7d524458f0ec374e,Generic,1
248,19100,19101,86c9f88eab6088b0,Normal,0
249,79485,79486,11f64b26ddc44836,Fuzzers,1
250,168243,168244,e58863b6992cf1fb,Generic,1
251,59936,59937,0fff60aee9d395e0,Exploits,1
252,102678,102679,48708264229ba35e,Exploits,1
253,6644,6645,2bfe0955daad7b93,Normal,0
254,174169,174170,ca89b736e7f05c6e,Generic,1
255,19515,19516,6ebac9b1429419ec,Normal,0
256,7875,7876,585e085a1e8cf209,Normal,0
257,87442,87443,ebcf1d44707eee89,Exploits,1
258,38659,38660,b306b9e81c5073c3,Normal,0
259,108982,108983,4332c3a81d3bfb01,Normal,0
260,77145,77146,052a4edf8f908b60,Exploits,1
261,92032,92033,87088489c22bcd4e,Backdoor,1
262,22230,22231,ba14c22c1a9fc074,Normal,0
263,92235,92236,73b2f121c061e54c,Reconnaissance,1
264,157063,157064,fe551df9b56ca38a,Generic,1
265,110038,110039,6f82597fed46e409,Exploits,1
266,137561,137562,b31b51b52f162b4a,DoS,1
267,173853,173854,c2642096ddf9909a,Generic,1
268,78571,78572,5da13a4726bdc4e8,Reconnaissance,1
269,36894,36895,254a050610301911,Normal,0
270,47304,47305,ad6c50e4ff42eeb1,Normal,0
271,123267,123268,e793482df025fb67,Fuzzers,1
272,99022,99023,b5c0c6181531e840,Reconnaissance,1
273,71851,71852,40d5e220c4271fb3,Shellcode,1
274,117843,117844,af9872c542f21a5d,Generic,1
275,78486,78487,034c00ffc11e8efa,Exploits,1
276,12430,12431,41ee1700fc5a0544,Normal,0
277,95930,95931,7d096f3c0c884824,Fuzzers,1
278,118732,118733,2a7e96e274ef9b42,Exploits,1
279,22070,22071,5b0f5c36f65dbe50,Normal,0
280,55386,55387,1073daa7073f245e,Exploits,1
281,78735,78736,169bed891500cd22,Exploits,1
282,65796,65797,aab8bcfdb23e7b57,Exploits,1
283,152747,152748,1f13531fb66c0615,Exploits,1
284,117371,117372,34d5055c694a2e1a,Generic,1
285,173404,173405,f01e5ce4bc1b458f,Generic,1
286,155673,155674,7a8639ff5a0efc81,Generic,1
287,56172,56173,94d87dcbf586fe8a,DoS,1
288,58972,58973,11cb835591642bb2,DoS,1
289,116475,116476,9f8c19c575042328,Fuzzers,1
290,75992,75993,8f1467f5c1ca085a,Fuzzers,1
291,89351,89352,f01161536293ab72,Fuzzers,1
292,3929,3930,c1b489a1f8155022,Normal,0
293,127828,127829,64c1032aa61ae32d,Backdoor,1
294,136668,136669,19a1efd2282b4d3e,Fuzzers,1
295,9444,9445,62281be28f8991b9,Normal,0
296,15057,15058,d058306b3b46a145,Normal,0
297,154281,154282,1d8751ce07749352,Exploits,1
298,131888,131889,9e76b75dc9bad463,Fuzzers,1
299,141574,141575,d566a1a1cc980b26,Generic,1
300,159353,159354,2ed59292b6b5c551,Generic,1
301,112528,112529,937ac399f42ead93,Normal,0
302,56736,56737,d309aae9f006dbb5,Exploits,1
303,72582,72583,0b73c38feaf62ceb,Fuzzers,1
304,24731,24732,812b5556dee6e65f,Normal,0
305,22816,22817,d62d4f68833af66b,Normal,0
306,107058,107059,6fb1ada62d1022b3,Exploits,1
307,174647,174648,1dd27bbf54731f58,Generic,1
308,123282,123283,66db89c8b60ebd9b,DoS,1
309,60646,60647,ef51578e89932f88,Fuzzers,1
310,170103,170104,9cff3bfdc53be0c4,Exploits,1
311,79355,79356,088fa4004d994b75,Fuzzers,1
312,34260,34261,46f480a8366f62ba,Normal,0
313,23568,23569,c33459702b35a338,Normal,0
314,112524,112525,4ddbbc28eacce3ae,Normal,0
315,110550,110551,4332c3a81d3bfb01,Normal,0
316,91754,91755,67f1c7a3314d651f,Exploits,1
317,35342,35343,9541e204305f13da,Normal,0
318,149007,149008,fa864a2f73da2331,Generic,1
319,140854,140855,47c1a99798a152e1,Generic,1
320,14098,14099,2fcfb801cf0ed124,Normal,0
321,149783,149784,be1ef970b1b9445d,Generic,1
322,73796,73797,052a4edf8f908b60,DoS,1
323,89973,89974,177e75f62539ac33,Shellcode,1
324,124197,124198,a9cf8ab898f6fd6a,Exploits,1
325,35092,35093,03cbb8b988ec24ec,Normal,0
326,119427,119428,4e645e81338150ad,Fuzzers,1
327,48357,48358,f309f4b56c4dd975,Fuzzers,1
328,9956,9957,2d19e50be2138a40,Normal,0
329,122337,122338,1869c339570e5480,Fuzzers,1
330,7475,7476,a53f47d40de3352b,Normal,0
331,21348,21349,11b32bea392c88d3,Normal,0
332,4069,4070,790f6a3625116ae3,Normal,0
333,145794,145795,e7439bdaf4f781ba,Generic,1
334,29488,29489,3a91a9d26a67a4af,Normal,0
335,6034,6035,e475b1252c1e9706,Normal,0
336,43289,43290,0f36fac1a15d8219,Normal,0
337,5564,5565,dd366d9bd121addb,Normal,0
338,77068,77069,7e5c7be472d3ccf7,Exploits,1
339,146392,146393,c171ac6237379977,DoS,1
340,19562,19563,e6f70cb2c0597b63,Normal,0
341,70860,70861,b6bb3b975890e798,DoS,1
342,168097,168098,2711f28eeb471f83,Generic,1
343,30960,30961,87ae161bd4212082,Normal,0
344,134886,134887,a03db0e5be6a10f5,Generic,1
345,118189,118190,09c4fc552b33db10,Exploits,1
346,16670,16671,fa48b752160da2a8,Normal,0
347,26575,26576,8abee2b63f58d4f7,Normal,0
348,15212,15213,375bb4ffad86c0b4,Normal,0
349,45877,45878,fa8194de86d7c18c,Normal,0
350,89296,89297,9626d98da7e0f618,DoS,1
351,6109,6110,28595184e7389529,Normal,0
352,139033,139034,8d103a000ffcac01,Generic,1
353,139358,139359,3cbe155187c6fbc4,Exploits,1
354,3121,3122,ae5e6bb12d21dfdc,Normal,0
355,27012,27013,6469c7edf62fd762,Normal,0
356,172577,172578,5563054ef7988d07,Generic,1
357,153048,153049,b91116a9596b695e,Reconnaissance,1
358,127135,127136,1985736cf3242b7c,Generic,1
359,71713,71714,68e3ea70eaa4c5e7,Normal,0
360,136077,136078,16535c791effa896,Generic,1
361,116002,116003,36268aab15a3ed97,Exploits,1
362,146589,146590,f42f9ba38c8451d5,Generic,1
363,130295,130296,c95ab9b1aa233336,Generic,1
364,44317,44318,550e5319806f7dc1,Normal,0
365,116459,116460,4192d68e281f816b,DoS,1
366,121856,121857,eaaa6b863ea5c840,Exploits,1
367,20141,20142,751d6a8593f1abfb,Normal,0
368,8040,8041,91b2ec4e6bfa9e23,Normal,0
369,120619,120620,e929038a463ac9d1,Exploits,1
370,49480,49481,288ca7fc50c97a2e,Reconnaissance,1
371,112750,112751,110aa70cf01af61a,Exploits,1
372,163217,163218,1dd27bbf54731f58,Generic,1
373,104257,104258,0c4d8f9f8e1ed8be,Exploits,1
374,44051,44052,ad6c50e4ff42eeb1,Normal,0
375,92185,92186,b157e4e32a3defc7,DoS,1
376,174210,174211,fb3e221b7c4d4c5d,Generic,1
377,1538,1539,0bf04f2571a1db27,Normal,0
378,63412,63413,0b8e907344cc6cbb,Exploits,1
379,86509,86510,2cc431544d0e0886,Fuzzers,1
380,139807,139808,c7291ddd2f72959e,Generic,1
381,99605,99606,5e9adb7619542695,Exploits,1
382,63712,63713,bbb6e4eab0be3b4f,DoS,1
383,43121,43122,da763596ad40f9c3,Normal,0
384,128049,128050,03feac75b5fe52fc,Generic,1
385,98544,98545,e61813fe5a9fda71,Fuzzers,1
386,12839,12840,8b1cf26e50e72e3a,Normal,0
387,5984,5985,505598705a138484,Normal,0
388,80464,80465,4e0042e0fb16e0b9,Analysis,1
389,1674,1675,ab44350607924a51,Normal,0
390,91483,91484,9c4f8954e22a48e3,Reconnaissance,1
391,99661,99662,636416e3f0032d92,Exploits,1
392,98085,98086,2b875f2810f2036f,Fuzzers,1
393,172049,172050,3a6dd8c478c6c7cd,Generic,1
394,46580,46581,f8df5c4531964605,Normal,0
395,72439,72440,34499dd6e09e840a,Fuzzers,1
396,38102,38103,ac1e69417f54b7e0,Normal,0
397,87557,87558,2c3a18b59c13392e,DoS,1
398,138141,138142,7952a23c4363a94b,Exploits,1
399,75814,75815,bc29e03ec8d29d31,Fuzzers,1
400,165592,165593,fe02c3d131baffde,Generic,1
401,167156,167157,2d28d129da2c5520,Exploits,1
402,13147,13148,140ae699e75e0109,Normal,0
403,26689,26690,bff4fa72b35794dd,Normal,0
404,134508,134509,5d6dde6ce93f8dcd,Exploits,1
405,2413,2414,f68cbc21c3529f60,Normal,0
406,18105,18106,3fbcd86a7e338282,Normal,0
407,152428,152429,5647649392fec8bf,Generic,1
408,147060,147061,a6bc544376fe13fe,Generic,1
409,124804,124805,0abf30531931881f,Fuzzers,1
410,97793,97794,aa28b9d3f047f28e,Exploits,1
411,20174,20175,6ae397695426eeda,Normal,0
412,126741,126742,21840bf405419dcb,Exploits,1
413,54268,54269,5eae241fc81f323f,Exploits,1
414,71486,71487,d7ed44b06228e7d5,Fuzzers,1
415,108928,108929,d7cdf83525c6e8ab,Analysis,1
416,43345,43346,606794dd3ffbefd1,Normal,0
417,120606,120607,af9872c542f21a5d,Generic,1
418,24501,24502,7ec520045904041d,Normal,0
419,27765,27766,cf6f6273c1d843a1,Normal,0
420,98968,98969,8c5ceb4c48066680,Exploits,1
421,41916,41917,1aa235b768c52564,Normal,0
422,158240,158241,2ed59292b6b5c551,Generic,1
423,137336,137337,b51936868ad91d77,Generic,1
424,128617,128618,2b441431ee80eb46,Exploits,1
425,128401,128402,a56db53f304d604a,Generic,1
426,51544,51545,e71b4426a4c29a8e,DoS,1
427,151551,151552,18f8bbc3235361da,Generic,1
428,112043,112044,a1294c1f72c73b54,Exploits,1
429,70897,70898,052a4edf8f908b60,Analysis,1
430,113830,113831,70d0cfec43ef3666,Fuzzers,1
431,62622,62623,5bc8780e36f2d64c,DoS,1
432,34506,34507,08821f76dda3c0af,Normal,0
433,96386,96387,4e4eb09a902f7b3c,Reconnaissance,1
434,152697,152698,0c2930b788902420,Generic,1
435,58823,58824,4a8622f61a8ffc38,Fuzzers,1
436,12830,12831,28c5866a3d2c2b48,Normal,0
437,162620,162621,85da14eae797d208,Exploits,1
438,20466,20467,730353d062671fb3,Normal,0
439,9707,9708,e20676fd105d0639,Normal,0
440,53801,53802,9c72f8217dad224c,Exploits,1
441,14624,14625,182256fd20ec2783,Normal,0
442,150118,150119,3c163048c8be3ce1,Generic,1
443,152964,152965,efe59a5af64f7b12,Exploits,1
444,163113,163114,832f5449cb8d5d59,Exploits,1
445,52491,52492,cf656feaca65a7f0,Exploits,1
446,157860,157861,df4f1d1ee64c4c77,Generic,1
447,114889,114890,5e9adb7619542695,DoS,1
448,69084,69085,043de13f6903f5d6,Fuzzers,1
449,44990,44991,45ef750e3e3652a8,Normal,0
450,151164,151165,ece419c09eb144a6,Generic,1
451,121557,121558,c171ac6237379977,DoS,1
452,107082,107083,172d54b037286c36,Normal,0
453,120845,120846,6b7313d01eafa32d,Generic,1
454,167677,167678,3a6dd8c478c6c7cd,Generic,1
455,171635,171636,e853e440b42951b6,Generic,1
456,2780,2781,f7536ca34cdc9f06,Normal,0
457,56116,56117,2ce363d92be138ea,DoS,1
458,79812,79813,a18b723e4770fb8c,Exploits,1
459,98016,98017,3f82e57b24dbd104,Fuzzers,1
460,140708,140709,400508543abb1ff4,Generic,1
461,157904,157905,1dd27bbf54731f58,Generic,1
462,57196,57197,1af3278c130b60a4,Fuzzers,1
463,12038,12039,a4adf9847b816913,Normal,0
464,9824,9825,9421ec8c7a02e134,Normal,0
465,49664,49665,9c4f8954e22a48e3,Reconnaissance,1
466,20461,20462,2c9df6637656ec74,Normal,0
467,109883,109884,0c3128ba5dc49ee2,Normal,0
468,134164,134165,2711f28eeb471f83,Generic,1
469,95104,95105,1a95f93fbbce293e,Shellcode,1
470,99791,99792,a8586a2a10fab23d,Fuzzers,1
471,72859,72860,2fc7389e1d00b214,Fuzzers,1
472,143292,143293,b91116a9596b695e,DoS,1
473,86606,86607,5d9c2ab15dbab9af,Fuzzers,1
474,118968,118969,1365b062866872f7,Generic,1
475,153156,153157,c495613608449223,Generic,1
476,63558,63559,0368e7ab904bb400,Exploits,1
477,112859,112860,efaab273b7e0b9f4,Fuzzers,1
478,82278,82279,27ac80a5e8f6b879,Exploits,1
479,47337,47338,84ca3e5ab7d9a69f,Normal,0
480,34560,34561,b733ca3527391932,Normal,0
481,90757,90758,73b2f121c061e54c,DoS,1
482,90437,90438,69b94655eb4ad44a,Exploits,1
483,104056,104057,a69c940cbe6bd600,Exploits,1
484,94939,94940,929c1fd5f886ea8d,Reconnaissance,1
485,66981,66982,1e64a3d429390791,Normal,0
486,70738,70739,70638eec9574fc76,DoS,1
487,74455,74456,8c1a56970b0e1543,Fuzzers,1
488,120022,120023,64fcc95ef78d4824,Generic,1
489,74981,74982,14baaf66edf062dd,Reconnaissance,1
490,40019,40020,d29c4c265dec5139,Normal,0
491,7882,7883,3a9d5ccaaeda4577,Normal,0
492,24220,24221,b3d56d30d542c513,Normal,0
493,25463,25464,c70ac833a349e9c4,Normal,0
494,49952,49953,3a64c017da925485,Fuzzers,1
495,26478,26479,db5077caaf9a4497,Normal,0
496,86319,86320,87088489c22bcd4e,Fuzzers,1
497,167241,167242,ded3ca74b372d993,Fuzzers,1
498,31131,31132,b4e99df5a7d238ff,Normal,0
499,10053,10054,2bbfdefe797df84e,Normal,0
500,37631,37632,e754d421e1d5179a,Normal,0
501,48855,48856,89f7167800eb5ff0,Fuzzers,1
502,92487,92488,16fbce2c72db796a,DoS,1
503,150304,150305,89f23eea26850ffa,Exploits,1
504,107682,107683,bde54d9ac95e469d,Exploits,1
505,78032,78033,bb965030c8432444,Reconnaissance,1
506,47719,47720,6c9169181d0feadf,Normal,0
507,88836,88837,a3e95a40081aaa32,Normal,0
508,117202,117203,2538797a82ca045e,DoS,1
509,43898,43899,184a54e14e94040c,Normal,0
510,24101,24102,1011392d10dad821,Normal,0
511,18439,18440,a1a80edde28a49f5,Normal,0
512,48641,48642,ee92db8158dde57b,Fuzzers,1
513,14723,14724,e9b36180d2a76eb2,Normal,0
514,163723,163724,7d3279aa9a9ed53e,Generic,1
515,152983,152984,299e8cdfed6ba3a7,Generic,1
516,93876,93877,fa9d93e0d3176856,Exploits,1
517,28533,28534,b3a8bbfe778d6a89,Normal,0
518,86142,86143,0efde2b4af363d25,Normal,0
519,154473,154474,449f3edc1364c33b,Exploits,1
520,136967,136968,de1bbbb3c2842fdc,Generic,1
521,170915,170916,ddcbde9df53c5379,Generic,1
522,126237,126238,0a1a0b81d6af480c,Exploits,1
523,95273,95274,3ab777c4b85715ab,Analysis,1
524,141892,141893,1d8751ce07749352,Exploits,1
