source_row_index,source_id,attack_cat,label,feature_group_hex,fold,split
184,185,Normal,0,f54a29852ec7420d,3,validation
185,186,Normal,0,44cbafa7851d06de,2,model_train
186,187,Normal,0,44c7d703368db66f,3,validation
187,188,Normal,0,db945993ee38decc,4,scheduler_train
188,189,Normal,0,8f3a601838a32634,4,scheduler_train
189,190,Normal,0,0672bf62b3f89a8a,0,model_train
190,191,Normal,0,cd9a7a557b75bc18,1,model_train
191,192,Normal,0,bdc6ebb61cc4afca,3,validation
192,193,Normal,0,438378e10e247c72,0,model_train
193,194,Normal,0,371576531750fe5d,0,model_train
194,195,Normal,0,30aafc5b5f9f9a11,3,validation
195,196,Normal,0,c85bb5d5e35dbfd0,3,validation
196,197,Normal,0,728ad489fa82150f,2,model_train
197,198,Normal,0,48bb3928f3cf7664,2,model_train
198,199,Normal,0,60e027c0c6c03f36,2,model_train
199,200,Normal,0,12289089c313d742,3,validation
200,201,Normal,0,883819b9b86ffbc0,4,scheduler_train
201,202,Normal,0,c5aef3ff84a6b30f,1,model_train
202,203,Normal,0,de87ef26ee5b0fe3,3,validation
203,204,Normal,0,8b07be59fd5c4204,4,scheduler_train
204,205,Normal,0,7064d8929bee5cef,1,model_train
205,206,Normal,0,ace92eb277051aab,4,scheduler_train
206,207,Normal,0,ec43ea2ccd5d4a02,0,model_train
207,208,Normal,0,66c8efed1bf402c8,4,scheduler_train
208,209,Normal,0,012f0525ad60c051,1,model_train
209,210,Normal,0,778b9560bbcc38dd,1,model_train
210,211,Normal,0,b2101ccd56e87682,0,model_train
211,212,Normal,0,7b063061ff3fa230,2,model_train
212,213,Normal,0,852bf3e2bb19c95a,0,model_train
213,214,Normal,0,36f61dc22593e7fe,1,model_train
214,215,Normal,0,852bf3e2bb19c95a,0,model_train
215,216,Normal,0,dbbae8e8d371623f,1,model_train
216,217,Normal,0,dfc98d9509c4babb,3,validation
217,218,Normal,0,d67ef867cccbfdcc,0,model_train
218,219,Normal,0,84292d9119f667d6,3,validation
219,220,Normal,0,cfb52b3ae099a43b,0,model_train
220,221,Normal,0,216416609ab58812,2,model_train
221,222,Normal,0,11b882f2c3208aee,3,validation
222,223,Normal,0,d4c22c2cb0a149c5,0,model_train
223,224,Normal,0,17c5c30c543f044e,0,model_train
224,225,Normal,0,ff95a4e675dbb473,1,model_train
225,226,Normal,0,07fbde9ab9f6cf10,4,scheduler_train
226,227,Normal,0,b4fc72d1a9ca1dec,4,scheduler_train
227,228,Normal,0,621c04cee1076402,3,validation
228,229,Normal,0,231b9a9d2081d31f,3,validation
229,230,Normal,0,186d8ec4537fa34e,0,model_train
230,231,Normal,0,73dd3e40f262063d,1,model_train
231,232,Normal,0,81306ad492ac67e4,3,validation
232,233,Normal,0,ea1a621942ce1921,2,model_train
233,234,Normal,0,6bf85a5b02484d8a,1,model_train
234,235,Normal,0,5b99b1c4e5079bee,0,model_train
235,236,Normal,0,e8b0f49483fab07c,3,validation
236,237,Normal,0,2ff1a3c2b2f67ded,2,model_train
237,238,Normal,0,839d25d0f6e85c71,4,scheduler_train
238,239,Normal,0,8ca6fa965972b32d,1,model_train
239,240,Normal,0,e1fe5e61f2141ce3,1,model_train
240,241,Normal,0,43b21b5318af2fe2,2,model_train
241,242,Normal,0,e1187b55ae929369,3,validation
242,243,Normal,0,44ccaf3667b322d4,3,validation
243,244,Normal,0,fcadb5a0ad34f802,3,validation
244,245,Normal,0,edb2b60e64da5c3c,3,validation
245,246,Normal,0,d249d229cfcd31cd,3,validation
246,247,Normal,0,28c6b558097b247d,2,model_train
247,248,Normal,0,edc393c74b34643a,0,model_train
248,249,Normal,0,f2cce8cf411da1a1,3,validation
249,250,Normal,0,5fab4c9302006189,2,model_train
250,251,Normal,0,97402bb1a37dd0c7,1,model_train
251,252,Normal,0,908b2466b24c2136,3,validation
252,253,Normal,0,525d76c98e9ee723,3,validation
253,254,Normal,0,0ac3694141c7d519,2,model_train
254,255,Normal,0,061a501850050e9e,0,model_train
255,256,Normal,0,10049217da436541,2,model_train
256,257,Normal,0,12f2b8d86cf49a97,2,model_train
257,258,Normal,0,2d8585482d9be64a,1,model_train
258,259,Normal,0,085e931880b69294,4,scheduler_train
259,260,Normal,0,86dc881f9fc3665e,3,validation
260,261,Normal,0,c0d26889f29a0df0,1,model_train
261,262,Normal,0,0fbfda32da66abd6,0,model_train
262,263,Normal,0,4981e21dc17f0a47,3,validation
263,264,Normal,0,271f0aa2eb05dc9b,1,model_train
264,265,Normal,0,ee16382c3d528567,3,validation
265,266,Normal,0,4a7635511f364e59,2,model_train
266,267,Normal,0,edfa4900238cf467,0,model_train
267,268,Normal,0,494e507ac3662eb1,2,model_train
268,269,Normal,0,390ad7e2751ecf25,0,model_train
269,270,Normal,0,4ca1e177f480411a,1,model_train
270,271,Normal,0,dd62f9e30fd95616,0,model_train
271,272,Normal,0,55801e979185f6a2,3,validation
272,273,Normal,0,570cebdd1e02342c,4,scheduler_train
273,274,Normal,0,c5aa967718e0d13b,4,scheduler_train
274,275,Normal,0,de71d16db8ece6ff,3,validation
275,276,Normal,0,b4fa7efa804c2366,4,scheduler_train
276,277,Normal,0,9d84c133e35d6d93,0,model_train
277,278,Normal,0,76968a8153a874f5,0,model_train
278,279,Normal,0,e916bc8f1d8acc52,1,model_train
279,280,Normal,0,270d167c3d886c21,4,scheduler_train
280,281,Normal,0,4db91845b01f7753,0,model_train
281,282,Normal,0,879403cbbd082ee6,3,validation
282,283,Normal,0,bd9a23f1c0ec2944,0,model_train
283,284,Normal,0,0dc22004626606b6,4,scheduler_train
284,285,Normal,0,7b74739c6db70f93,1,model_train
285,286,Normal,0,1710072f2acb0a33,4,scheduler_train
286,287,Normal,0,c1263e060138e829,4,scheduler_train
287,288,Normal,0,0445730862b5fa64,3,validation
288,289,Normal,0,276ce91434cf0422,2,model_train
289,290,Normal,0,9b80f4994a871d8f,4,scheduler_train
290,291,Normal,0,0d8d20c83b786b85,3,validation
291,292,Normal,0,080a29aae9935773,2,model_train
292,293,Normal,0,6d9b5b3ac9894fb9,3,validation
293,294,Normal,0,a276637a89996461,4,scheduler_train
294,295,Normal,0,ab93f8cb3caf891c,1,model_train
295,296,Normal,0,4edbdeb26fd591ed,3,validation
296,297,Normal,0,816d7925acf2889b,3,validation
297,298,Normal,0,cf0d8b26db4e1efb,3,validation
298,299,Normal,0,7d3374519c250d40,0,model_train
299,300,Normal,0,4caf0b0f0f5c9121,3,validation
300,301,Normal,0,cd76b0650d1608bf,1,model_train
301,302,Normal,0,de0575c12d04c803,2,model_train
302,303,Normal,0,177267e47fd86e5f,0,model_train
303,304,Normal,0,4efef7c91d2cb5b8,0,model_train
304,305,Normal,0,fbfbcbd01799ccb7,2,model_train
305,306,Normal,0,0c8394f70c4316cb,3,validation
306,307,Normal,0,8c178c6bd2112099,1,model_train
307,308,Normal,0,c6af6a2b29bb90e1,2,model_train
308,309,Normal,0,b8859319251044b6,2,model_train
309,310,Normal,0,84430c787a124752,1,model_train
310,311,Normal,0,ab2ff1fe7bc72e1d,2,model_train
311,312,Normal,0,83b6d2077748c681,1,model_train
312,313,Normal,0,4812eb20becb1a13,3,validation
313,314,Normal,0,84430c787a124752,1,model_train
314,315,Normal,0,53c63c92958072a7,2,model_train
315,316,Normal,0,1965f082ee127639,1,model_train
316,317,Normal,0,fc3645d169a0ed1a,1,model_train
317,318,Normal,0,74908e01891c4cfc,0,model_train
318,319,Normal,0,aada813cdfdfced9,2,model_train
319,320,Normal,0,adaaa722d028f235,2,model_train
320,321,Normal,0,9c57b733a3decec8,2,model_train
321,322,Normal,0,e37239218fb17129,0,model_train
322,323,Normal,0,40e61222a0830ba5,0,model_train
323,324,Normal,0,89a9b1aa826ea651,2,model_train
324,325,Normal,0,badc5370b169bbdf,1,model_train
325,326,Normal,0,f7c4cddd8fe84eeb,0,model_train
326,327,Normal,0,ab1094eeef05ff8d,0,model_train
327,328,Normal,0,5652557b45ec551e,2,model_train
328,329,Normal,0,313a564702221a22,3,validation
329,330,Normal,0,31d384b2c48d76ae,4,scheduler_train
330,331,Normal,0,c6a17ad28ef3eaef,3,validation
331,332,Normal,0,33ff0dcdd404fc9b,3,validation
332,333,Normal,0,f75e24eba93ffc55,2,model_train
333,334,Normal,0,315964c6a59b9e64,0,model_train
334,335,Normal,0,2cad3fbef59ccf6a,3,validation
335,336,Normal,0,9be4ff201a579636,1,model_train
336,337,Normal,0,3228d2a419d2fcc7,3,validation
337,338,Normal,0,cbbbeb58ac4954e7,3,validation
338,339,Normal,0,84d06a9c30ccdbca,2,model_train
339,340,Normal,0,997b983a02558f28,3,validation
340,341,Normal,0,785f24b86e6c53ca,2,model_train
341,342,Normal,0,9ef09531d2b14338,4,scheduler_train
342,343,Normal,0,7f3f97ca592bc24a,1,model_train
343,344,Normal,0,d98dcb75276afbcf,1,model_train
344,345,Normal,0,3383dcdd6e6c7783,0,model_train
345,346,Normal,0,a6c9ddd9f6fa2997,1,model_train
346,347,Normal,0,4fb4c81599459c79,1,model_train
347,348,Normal,0,a6c9ddd9f6fa2997,1,model_train
348,349,Normal,0,91386a86e3058251,0,model_train
349,350,Normal,0,ff9ebca49a5121fd,1,model_train
350,351,Normal,0,f2624c5ad794f2af,1,model_train
351,352,Normal,0,c1be4e08812e037d,4,scheduler_train
352,353,Normal,0,12e7545b935ce09c,3,validation
353,354,Normal,0,c583fdd3acdddecf,2,model_train
354,355,Normal,0,077e1f722fc69fa2,0,model_train
355,356,Normal,0,edd761c71e9d48f4,4,scheduler_train
356,357,Normal,0,6e9a57abc5db1536,3,validation
357,358,Normal,0,cdfe40df1c5c108a,0,model_train
358,359,Normal,0,390bdcb3a21b82dc,4,scheduler_train
359,360,Normal,0,abf78d97fc6a6319,4,scheduler_train
360,361,Normal,0,3e949af65ac0998f,1,model_train
361,362,Normal,0,14e46d38cac51e37,2,model_train
362,363,Normal,0,50067278f81d2bb6,4,scheduler_train
363,364,Normal,0,69a803bd93e76d1f,2,model_train
364,365,Normal,0,1ff3d2eddc19b834,2,model_train
365,366,Normal,0,20ad962b035d7e60,0,model_train
366,367,Normal,0,5b67728b68138b03,4,scheduler_train
367,368,Normal,0,c9349775a8ed23ff,0,model_train
368,369,Normal,0,5f646223aea8ae84,0,model_train
369,370,Normal,0,71fef651cfb76afb,1,model_train
370,371,Normal,0,fae50af0c8dfc860,2,model_train
371,372,Normal,0,9060d81938c18e33,2,model_train
372,373,Normal,0,afbda91c75951dcb,3,validation
373,374,Normal,0,be73ba020e518742,0,model_train
374,375,Normal,0,8a2e15312f21215f,3,validation
375,376,Normal,0,19875d06549f44d7,3,validation
376,377,Normal,0,68930e806336c30c,1,model_train
377,378,Normal,0,2c93e103c27594a3,3,validation
378,379,Normal,0,1e4b13040fc6b8b6,4,scheduler_train
379,380,Normal,0,08c8150140e072b0,2,model_train
380,381,Normal,0,36a79238ab6ac8b0,1,model_train
381,382,Normal,0,7d7ff2da257a6ecb,2,model_train
382,383,Normal,0,6c051a7491766ed6,0,model_train
383,384,Normal,0,23ca478638c6e89f,1,model_train
384,385,Normal,0,b3b524cee0b52c11,1,model_train
385,386,Normal,0,af51b678bc84b06f,1,model_train
386,387,Normal,0,55328ed92b49a559,3,validation
387,388,Normal,0,389bc33f4b5c75d1,0,model_train
388,389,Normal,0,7a2ad8c537ef1b38,2,model_train
389,390,Normal,0,db0980002900e491,1,model_train
390,391,Normal,0,da6a68622e1b978d,3,validation
391,392,Normal,0,6248eddb5c230ea7,0,model_train
392,393,Normal,0,77ef3ed8c4ed51ab,0,model_train
393,394,Normal,0,86390c1664bd6a28,3,validation
394,395,Normal,0,61f4d2c3c362df93,1,model_train
395,396,Normal,0,887ee425990de545,1,model_train
396,397,Normal,0,013959ae9af2854f,0,model_train
397,398,Normal,0,22c72c4abbac57db,2,model_train
398,399,Normal,0,8fbbb461f8a03ed5,1,model_train
399,400,Normal,0,1f8ad3fbb7aaf866,0,model_train
400,401,Normal,0,f2461a4616696c30,4,scheduler_train
401,402,Normal,0,cb68f4fabe01dbf4,4,scheduler_train
402,403,Normal,0,8b13c5c5c602aa77,1,model_train
403,404,Normal,0,b5f67743a5792d05,2,model_train
404,405,Normal,0,b0d81ff607398041,4,scheduler_train
405,406,Normal,0,fa8f36c4a85d918e,1,model_train
406,407,Normal,0,b14ad606c2ff4d49,1,model_train
407,408,Normal,0,3b12b3e672b18349,1,model_train
408,409,Normal,0,04021a468b390059,4,scheduler_train
409,410,Normal,0,a9d7683e783a6616,3,validation
410,411,Normal,0,bc8504bf9d17b4e9,1,model_train
411,412,Normal,0,8da1061c7acad9b3,2,model_train
412,413,Normal,0,438705b09ec1affa,2,model_train
413,414,Normal,0,0d6949cb8dbd5905,1,model_train
414,415,Normal,0,f873ef4eb0bb3c38,4,scheduler_train
415,416,Normal,0,2e38673e3009c8d4,1,model_train
416,417,Normal,0,44f8fa295c872628,4,scheduler_train
417,418,Normal,0,7c28ebf8046caef8,4,scheduler_train
418,419,Normal,0,db71671cce09c4f3,1,model_train
419,420,Normal,0,45589dda100a6f60,3,validation
420,421,Normal,0,3fe5d7b91f80ea92,3,validation
421,422,Normal,0,7ee93c5c9657eb61,3,validation
422,423,Normal,0,a7ed2496cd212554,4,scheduler_train
423,424,Normal,0,801f04e48e7a6e13,0,model_train
424,425,Normal,0,9a9be1cad8327d83,0,model_train
425,426,Normal,0,03f9eabf3fb6d416,1,model_train
426,427,Normal,0,629ed27c18be422b,0,model_train
427,428,Normal,0,406863203d3d0bf1,4,scheduler_train
428,429,Normal,0,9621078ce1926872,1,model_train
429,430,Normal,0,c5ba0b1699620bae,1,model_train
430,431,Normal,0,f450572f3633f9ba,4,scheduler_train
431,432,Normal,0,4135ea99095a1602,3,validation
432,433,Normal,0,35c77e7c6782ec2c,1,model_train
433,434,Normal,0,ca4167e8eb3ac1fa,1,model_train
434,435,Normal,0,715d3f6bbfab4df5,2,model_train
435,436,Normal,0,f65a94184c453398,0,model_train
436,437,Normal,0,00f66d71c29f5a92,2,model_train
437,438,Normal,0,b0d46abbb480c16c,1,model_train
438,439,Normal,0,d9834a805a39973d,0,model_train
439,440,Normal,0,8f67b52792f40477,1,model_train
440,441,Normal,0,dd439ab811e4f2e9,0,model_train
441,442,Normal,0,728376e4d8875260,2,model_train
442,443,Normal,0,c7caa2567ca200f6,0,model_train
443,444,Normal,0,d8c2b8fb096408b4,1,model_train
444,445,Normal,0,320091454c70aca6,3,validation
445,446,Normal,0,191ffde0496e5b77,4,scheduler_train
446,447,Normal,0,4eded10db7a88828,0,model_train
447,448,Normal,0,f038fa2b4b0cec4f,2,model_train
448,449,Normal,0,8b0f0bf48ab6e18f,3,validation
449,450,Normal,0,daf16e9a565fb67d,3,validation
450,451,Normal,0,e27b903a9feb46d7,0,model_train
451,452,Normal,0,781246bf54af6db2,3,validation
452,453,Normal,0,eca098bd36cbb9a0,2,model_train
453,454,Normal,0,9ec91495c9d6a33d,0,model_train
454,455,Normal,0,f9b3c400cbe49660,1,model_train
455,456,Normal,0,2205ffc8e5cca90d,3,validation
456,457,Normal,0,f62c6d1f434995dc,1,model_train
457,458,Normal,0,a2b2efbe86905328,2,model_train
458,459,Normal,0,bd4406a5557c4186,2,model_train
459,460,Normal,0,1d4893f7aa01b1d2,2,model_train
460,461,Normal,0,cb910a9b5c80e25c,1,model_train
461,462,Normal,0,857683cd45db9536,2,model_train
462,463,Normal,0,651865d8d6919945,4,scheduler_train
463,464,Normal,0,4d305884d8b6d38d,2,model_train
464,465,Normal,0,b06ae2107a940b1c,1,model_train
465,466,Normal,0,4370faaa7b27fff8,4,scheduler_train
466,467,Normal,0,40e210d2e3e8a695,2,model_train
467,468,Normal,0,0d446dfb3ad130c2,4,scheduler_train
468,469,Normal,0,a64129e342315719,2,model_train
469,470,Normal,0,35cce1683cea0f69,1,model_train
470,471,Normal,0,292cd305a5218885,4,scheduler_train
471,472,Normal,0,882585ab9a102b49,4,scheduler_train
472,473,Normal,0,33fabd2aeffd9af7,3,validation
473,474,Normal,0,4c2f10cab9bed3fd,4,scheduler_train
474,475,Normal,0,338f8751eaa262e2,4,scheduler_train
475,476,Normal,0,f4351de086f72ceb,1,model_train
476,477,Normal,0,bf3fb5a52a0871f2,1,model_train
477,478,Normal,0,f14d8578f89439d7,4,scheduler_train
478,479,Normal,0,b68441e624422d45,2,model_train
479,480,Normal,0,8b98ba775bbeae4b,1,model_train
480,481,Normal,0,e711d4445e2c2932,4,scheduler_train
481,482,Normal,0,2e53368bf5fe3366,4,scheduler_train
482,483,Normal,0,362f2aa6fd0666e5,4,scheduler_train
483,484,Normal,0,a0b2d30f39b3c891,4,scheduler_train
484,485,Normal,0,f0b5f18abff4a844,4,scheduler_train
485,486,Normal,0,9c945219801835d9,0,model_train
486,487,Normal,0,28b22793de2d62d4,1,model_train
487,488,Normal,0,daf16e9a565fb67d,3,validation
488,489,Normal,0,3b4186e5792b5a85,2,model_train
489,490,Normal,0,3e2ccf5b71b01d8b,4,scheduler_train
490,491,Normal,0,db6d5cd3e156a579,4,scheduler_train
491,492,Normal,0,cd4bb3b3e711cf1a,0,model_train
492,493,Normal,0,ba47bd55bd0540fb,3,validation
493,494,Normal,0,e9a722ce787dd694,4,scheduler_train
494,495,Normal,0,628f2579dbf0658a,0,model_train
495,496,Normal,0,82c93326012246f6,3,validation
496,497,Normal,0,260fe89184f0723b,3,validation
497,498,Normal,0,ae7c9f7d4952887e,2,model_train
